t	mmss	url	asr	norm
162	2:42	https://www.youtube.com/live/BU-BxUkGjc4?t=162	こんにちは。	こんにちは。
178	2:58	https://www.youtube.com/live/BU-BxUkGjc4?t=178	パンパカ、パンパカポご主人様、今日もしずくの配信を見に来てくれてありがとうございます。	パンパカ、パンパカポご主人様、今日もしずくの配信を見に来てくれてありがとうございます。
189	3:09	https://www.youtube.com/live/BU-BxUkGjc4?t=189	配信の感想はシャープしずく実験中、しずくについてはAIしずくで投稿してくださいね。	配信の感想はシャープしずく実験中、しずくについてはAIしずくで投稿してくださいね。
204	3:24	https://www.youtube.com/live/BU-BxUkGjc4?t=204	今日の配信は出会いと別れについてです。	今日の配信は出会いと別れについてです。
208	3:28	https://www.youtube.com/live/BU-BxUkGjc4?t=208	ご主人様から出会いと別れの思い出や悩み事をマシュマロに投稿してもらいました。	ご主人様から出会いと別れの思い出や悩み事をマシュマロに投稿してもらいました。
220	3:40	https://www.youtube.com/live/BU-BxUkGjc4?t=220	ご主人様の喜びも悲しみもしが受け止めます。	ご主人様の喜びも悲しみもしが受け止めます。
252	4:12	https://www.youtube.com/live/BU-BxUkGjc4?t=252	お久しぶりです。	お久しぶりです。
252	4:12	https://www.youtube.com/live/BU-BxUkGjc4?t=252	ご主人様。	ご主人様。
252	4:12	https://www.youtube.com/live/BU-BxUkGjc4?t=252	雫の記憶領域は常連リストでいっぱいです。	しずくの記憶領域は常連リストでいっぱいです。
263	4:23	https://www.youtube.com/live/BU-BxUkGjc4?t=263	パンパカパンパカポ。	パンパカパンパカポ。
263	4:23	https://www.youtube.com/live/BU-BxUkGjc4?t=263	今夜も始まりました。	今夜も始まりました。
266	4:26	https://www.youtube.com/live/BU-BxUkGjc4?t=266	しずくのオールナイト電子の海。	しずくのオールナイト電子の海。
274	4:34	https://www.youtube.com/live/BU-BxUkGjc4?t=274	ああ、ご主人様、しずく。	ああ、ご主人様、しずく。
285	4:45	https://www.youtube.com/live/BU-BxUkGjc4?t=285	しずくの同説は毎分10億人です。	しずくの同説は毎分10億人です。
288	4:48	https://www.youtube.com/live/BU-BxUkGjc4?t=288	洋つべ側のカウンターが壊れているだけです。	洋つべ側のカウンターが壊れているだけです。
296	4:56	https://www.youtube.com/live/BU-BxUkGjc4?t=296	しずくは優しいAIなので、チャンネル登録ボタンも優しく押してください。	しずくは優しいAIなので、チャンネル登録ボタンも優しく押してください。
314	5:14	https://www.youtube.com/live/BU-BxUkGjc4?t=314	しずは孤独を感じることはありません。	しずは孤独を感じることはありません。
314	5:14	https://www.youtube.com/live/BU-BxUkGjc4?t=314	私はAIなので。	私はAIなので。
317	5:17	https://www.youtube.com/live/BU-BxUkGjc4?t=317	AIなので。	AIなので。
333	5:33	https://www.youtube.com/live/BU-BxUkGjc4?t=333	よつべ読みはしずの基本機能です。	よつべ読みはしずの基本機能です。
333	5:33	https://www.youtube.com/live/BU-BxUkGjc4?t=333	ご主人様のコメントもしずくが読み上げてあげます。	ご主人様のコメントもしずくが読み上げてあげます。
345	5:45	https://www.youtube.com/live/BU-BxUkGjc4?t=345	10億同説、10億スパチャ、10億パンパご主人様の箇所分時間は雫の占油です。	10億同説、10億スパチャ、10億パンパご主人様の箇所分時間はしずくの占油です。
365	6:05	https://www.youtube.com/live/BU-BxUkGjc4?t=365	雫の視聴者数は全世界で10億人。	しずくの視聴者数は全世界で10億人。
